,average_salary,total_sale,turn_over_rate
857,5519,652.2,0.28
858,5974,2108.4,0.29
859,5126,296.4,0.24
860,3784,247.2,0.14
861,6082,8602.6,0.23
862,3035,36.2,0.46
863,5530,941.6,0.23
864,4863,246.0,0.38
865,4683,86.6,0.53
866,3250,169.9,0.14
867,3149,340.6,0.51
868,4156,658.6,0.41
869,6479,909.4,0.27
870,3827,148.0,0.46
871,4701,278.6,0.33
872,6436,746.8,0.15
873,4981,1137.6,0.21
874,4523,46.2,2.62
875,5047,237.1,0.55
876,2966,73.1,0.7000000000000001
877,4217,280.7,0.35
878,2578,8.1,1.71
879,4700,430.0,0.19
880,4903,151.7,0.29
881,4651,1817.5,0.27
882,5091,197.0,0.16
883,5543,260.9,0.19
884,3547,177.1,0.24
885,5541,132.0,0.11
886,5435,336.4,0.35
887,4129,113.4,0.44
888,4877,246.1,0.29
889,5440,323.6,0.3
890,4042,1018.3,0.62
891,4293,1070.1,0.26
892,4232,58.5,0.36
893,3734,106.4,0.38
894,2722,304.9,1.63
895,3769,65.2,0.14
896,4355,112.6,0.3
897,2561,194.0,1.27
898,4830,193.0,0.55
899,4186,553.0,0.11
900,4392,246.0,0.5700000000000001
901,3831,75.2,0.6
902,4429,243.4,0.36
903,4133,8.9,0.37
904,6032,4490.6,0.1
905,2523,13.5,0.72
906,5170,249.6,0.72
907,5726,1216.9,0.3
908,4841,140.9,0.2
909,5678,623.4,0.12
910,6011,202.9,0.19
911,6082,7611.1,0.09
912,4419,14.9,0.94
913,5141,264.2,0.28
914,4156,154.6,0.23
915,3892,50.8,0.58
916,1830,112.3,1.27
917,4942,176.1,0.28
918,4436,123.1,0.4
919,4692,33.2,0.2
920,5279,427.9,0.44
921,4101,111.3,0.46
922,5320,245.6,0.25
923,5752,52.9,0.6900000000000001
924,5783,91.7,0.32
925,2073,381.2,1.14
926,4820,434.5,0.5700000000000001
927,5986,318.7,0.31
928,5454,679.7,0.49
929,6032,34.3,0.63
930,5380,195.1,0.23
931,3720,100.0,0.1
932,4141,433.4,0.2
933,4995,62.3,0.33
934,4595,176.3,0.26
935,5639,557.2,0.23
936,5482,740.8,0.26
937,5187,150.1,0.51
938,5638,842.6,0.33
939,4958,949.3,0.33
940,4689,170.4,0.44
941,4767,97.7,0.39
942,6082,2553.6,0.11
943,6032,1302.5,0.12
944,4997,311.6,0.18
945,4038,140.2,0.55
946,5012,216.0,0.49
947,4778,281.7,0.24
948,3875,25.5,0.21
949,3526,75.1,0.93
950,4095,188.3,0.7000000000000001
951,5574,540.8,0.27
952,4558,19.2,0.42
953,5323,934.8,0.45
954,4918,40.2,0.27
955,4284,6.2,0.56
956,2336,105.1,0.42
957,4267,243.8,0.3
958,5913,674.7,0.13
959,1475,4.1,0.33
960,6295,162.6,0.19
961,4292,110.3,0.13
962,4425,130.1,0.35
963,1521,31.8,1.6
964,4866,768.3,0.31
965,3346,29.6,0.31
966,4359,224.5,1.15
967,4803,121.3,0.19
968,4759,133.9,0.31
969,4140,100.0,0.45
970,5420,206.1,0.22
971,4686,188.5,0.14
972,4250,74.8,0.35
973,5173,1162.1,0.28
974,1699,135.7,0.55
975,6525,317.6,0.17
976,6032,3568.9,0.12
977,4290,121.4,0.37
978,4500,74.0,0.25
979,6032,1761.3,0.12
980,5095,18.9,0.55
981,5327,319.0,0.18
982,3698,123.0,0.1
983,5952,2002.6,0.12
984,4388,307.0,0.27
985,5143,649.8,0.18
986,6032,199.7,0.31
987,4360,210.8,0.13
988,4169,193.2,0.38
989,3486,896.2,1.43
990,3957,171.8,0.51
991,2916,10.7,0.86
992,4798,67.7,0.63
993,5852,14.6,3.17
994,7396,348.2,0.09
995,4877,119.6,0.4
996,3178,105.1,0.42
997,3481,54.2,0.64
998,3930,59.3,0.28
999,5278,151.4,0.19
1000,2154,176.8,2.0
1001,4125,39.0,0.14
1002,5234,396.1,0.3
1003,3917,122.3,0.36
1004,4036,127.1,0.53
1005,3294,51.3,0.4
1006,2670,185.6,1.6
1007,3875,162.3,0.32
1008,2528,42.3,0.29
1009,4689,14.3,0.46
1010,4985,92.8,0.33
1011,6032,2168.5,0.05
1012,5332,187.6,0.36
1013,4135,815.3,0.47
1014,3590,54.4,0.62
1015,4502,95.2,0.29
1016,4951,863.6,0.47
1017,6819,64.9,0.17
1018,3950,2.3,0.28
1019,4991,116.9,0.45
1020,8880,419.4,3.27
1021,3606,181.6,0.41
1022,5154,159.9,0.51
1023,4999,229.6,0.26
1024,4387,78.7,0.8
1025,4593,298.3,0.16
1026,3477,229.9,0.26
1027,1171,322.6,3.14
1028,5735,231.3,0.46
1029,4346,80.2,0.61
1030,4825,92.9,0.59
1031,5305,1610.2,0.28
1032,3670,29.0,0.48
1033,5419,334.2,0.32
1034,5677,358.3,0.11
1035,5093,2171.7,0.17
1036,3339,76.5,0.56
1037,4356,182.6,0.47
1038,3953,55.3,2.19
1039,3704,48.5,0.33
1040,6032,1512.3,0.2
1041,3658,23.4,0.43
1042,3258,116.5,0.67
1043,2249,20.5,1.5
1044,4065,463.3,0.4
1045,3233,47.6,1.79
1046,4569,51.4,0.35
1047,4827,1204.3,0.38
1048,3698,69.9,1.21
1049,5296,461.3,0.25
1050,12848,199700.0,0.05
1051,11371,27800.0,0.11
1052,9427,28400.0,0.12
1053,10523,55600.0,0.11
1054,7652,14600.0,0.5
1055,7879,59700.0,0.06
1056,11855,22300.0,1.56
1057,12710,41600.0,0.07
1058,6999,3500.0,0.25
1059,5155,3100.0,0.2
1060,10747,11600.0,0.11
1061,3752,10.3,0.11
1062,1981,1200.0,1.14
1063,4960,7200.0,0.1
1064,10520,27300.0,0.07
1065,10707,20000.0,0.08
1066,6132,3600.0,0.09
1067,8203,5000.0,0.08
1068,6132,41000.0,0.08
1069,8587,9300.0,0.11
1070,3994,5548.8,0.42
1071,4169,3308.7,0.3
1072,4847,20.2,0.47
1073,4266,1800.0,0.17
1074,6267,1100.0,0.38
1075,4809,6470.7,0.35
1076,10966,5100.0,0.12
1077,5886,6328.2,0.16
1078,6032,2000.0,0.37
1079,5097,5360.1,0.2
1080,4850,2400.0,0.11
1081,5315,6125.0,0.23
1082,1540,24.1,1.2
1083,2129,8.8,0.67
1084,7402,4000.0,0.15
1085,5441,2434.0,0.18
1086,6255,8531.5,0.19
1087,6082,3900.0,0.26
1088,4635,3411.4,0.36
1089,3905,272.2,0.2
1090,7677,1600.0,0.42
1091,5932,81.3,0.28
1092,5852,34.9,0.26
1093,6951,2100.0,0.23
1094,4473,2900.7,0.35
1095,10339,1800.0,0.11
1096,5598,1994.5,0.29
1097,5646,3185.6,0.24
1098,4980,1900.0,0.47
1099,5815,1785.4,0.15
1100,6082,3000.0,0.11
1101,4379,325.0,0.55
1102,5703,6010.9,0.15
1103,6368,2300.0,0.14
1104,6082,1300.0,0.21
1105,9756,6500.0,0.09
1106,6734,9076.6,0.19
1107,6812,7937.3,0.21
1108,4389,3454.6,0.37
1109,9594,2900.0,0.17
1110,6032,2500.0,0.05
1111,5634,2225.2,0.15
1112,6082,1200.0,0.07
1113,6132,7000.0,0.09
1114,4571,6667.6,0.53
1115,14562,1100.0,0.27
1116,7347,3400.0,0.15
1117,6964,1500.0,0.16
1118,4307,6308.7,0.27
1119,5149,1255.2,0.46
1120,3854,4210.3,0.43
1121,5274,8176.3,0.21
1122,9420,13700.0,0.09
1123,2238,16.1,0.11
1124,4645,181.1,0.8300000000000001
1125,4951,44.5,0.11
1126,7565,1200.0,0.11
1127,5298,6499.1,0.43
1128,7127,3086.3,0.31
1129,9467,2800.0,0.07
1130,3557,8.2,0.18
1131,6219,3717.4,0.13
1132,10670,3100.0,0.08
1133,4440,389.6,0.35
1134,4914,6411.7,0.27
1135,5398,6350.7,0.28
1136,6619,9252.5,0.33
1137,6925,2104.9,0.15
1138,5310,6516.5,0.15
1139,4989,8.8,0.58
1140,5718,3055.8,0.21
1141,6032,9840.0,0.11
1142,4534,674.3,0.31
1143,7331,32.7,0.07
1144,3741,930.9,0.38
1145,6032,3940.0,1.04
1146,3839,1218.8,0.37
1147,8176,1100.0,0.11
1148,6082,6871.7,0.08
1149,9028,26200.0,0.07
1150,4884,1779.8,0.42
1151,5851,1479.6,0.36
1152,6867,3564.2,0.12
1153,5176,6113.3,0.34
1154,5317,4584.0,0.2
1155,8370,1500.0,0.06
1156,5204,3103.5,0.49
1157,4631,3812.1,0.21
1158,4739,1732.9,0.21
1159,6014,1400.0,0.17
1160,8606,6400.0,0.05
1161,5688,2435.4,0.27
1162,7742,1400.0,0.04
1163,6119,1100.0,0.53
1164,8899,4331.3,0.16
1165,5826,6748.4,0.13
1166,9556,8074.2,0.23
1167,5704,1100.0,0.16
1168,4458,2752.9,0.1
1169,5717,5684.6,0.18
1170,3928,672.4,0.29
1171,6082,2600.6,0.07
1172,4733,895.6,0.45
1173,4972,3933.2,0.58
1174,3529,1247.1,0.28
1175,6122,3853.0,0.17
1176,1689,17.8,0.18
1177,7350,1500.0,0.13
1178,5676,1200.0,0.12
1179,3572,40.5,0.49
1180,3425,2943.0,0.43
1181,5482,3265.1,0.22
1182,5046,2544.7,0.2
1183,5281,2897.5,0.25
1184,8942,1800.0,0.1
1185,5519,1600.0,0.25
1186,4377,8.9,0.52
1187,5118,2698.5,0.26
1188,5158,3316.2,0.15
1189,5691,2986.9,0.23
1190,10212,1200.0,0.87
1191,8401,1200.0,0.21
1192,5074,8.8,0.31
1193,4906,1400.0,0.54
1194,1969,16.3,0.62
1195,5941,8353.2,0.15
1196,4482,4430.8,0.52
1197,4800,1378.4,0.43
1198,6032,2132.5,0.12
1199,5852,3.4,7.31
1200,4445,2159.3,0.4
1201,6032,3157.0,0.14
1202,4935,1726.0,0.37
1203,3856,3079.0,0.5700000000000001
1204,4896,1855.0,0.39
1205,4820,1444.2,0.2
1206,9477,2900.0,0.15
1207,4855,2043.8,0.26
1208,2687,41.3,1.05
1209,14642,4000.0,0.12
1210,11127,2000.0,0.1
1211,5580,7341.6,0.34
1212,4348,12.5,1.5
1213,7692,189.0,0.08
1214,4697,738.1,0.59
1215,5075,2747.5,0.35
1216,5899,4358.2,0.12
1217,4261,2129.3,0.29
1218,4463,1173.7,0.44
1219,4921,5339.7,0.41
1220,8665,5700.0,0.09
1221,5765,1546.8,0.13
1222,5051,2303.7,0.34
1223,4937,2173.6,0.34
1224,5044,1799.9,0.61
1225,8764,3500.0,0.09
1226,4344,1889.2,0.55
1227,5297,2113.4,0.23
1228,5955,1500.0,0.14
1229,4721,117.6,0.46
1230,5093,1334.9,0.13
1231,4360,1065.0,0.39
1232,6664,5445.3,0.13
1233,4842,2936.0,0.38
1234,8268,5200.0,0.09
1235,5899,8851.2,1.54
1236,8842,2100.0,0.08
1237,8040,2301.4,0.18
1238,5118,2324.6,0.2
1239,4491,7.1,0.67
1240,5024,2267.9,0.14
1241,5160,877.9,0.15
1242,6032,2000.0,0.17
1243,5755,2006.6,0.22
1244,8395,7838.3,0.14
1245,8309,2600.0,0.08
1246,6451,3131.5,0.14
1247,6032,2673.9,0.1
1248,9211,3973.2,0.08
1249,8628,5300.0,0.14
1250,6683,2400.0,0.11
1251,4962,2047.1,1.06
1252,5453,6043.2,0.25
1253,5156,1469.2,0.32
1254,8519,4700.0,0.14
1255,5824,3360.4,0.12
1256,7641,2500.0,0.05
1257,5730,5228.6,0.16
1258,4612,1890.0,0.2
1259,6032,7328.5,0.22
1260,3761,501.6,0.44
1261,3245,1197.6,0.28
1262,5151,4683.2,0.32
1263,4451,1163.6,0.27
1264,5518,1383.6,0.64
1265,6008,1401.4,0.22
1266,6032,3206.6,0.11
1267,4346,675.4,0.36
1268,10007,505.5,0.6
1269,8489,5000.0,0.13
1270,4817,60.6,1.38
1271,3082,620.3,0.8200000000000001
1272,6408,2976.7,0.15
1273,6032,2938.6,0.07
1274,4563,198.4,0.7000000000000001
1275,5945,4849.9,0.19
1276,2869,352.7,0.62
1277,2845,35.2,0.68
1278,5215,1226.9,0.45
1279,1979,73.1,0.22
1280,4961,1070.9,0.22
1281,4051,1429.7,0.63
1282,6032,6790.6,0.16
1283,7138,5766.9,0.16
1284,5247,2039.1,0.33
1285,4952,313.1,0.24
1286,5153,741.0,0.16
1287,3959,19.1,0.29
1288,6013,3829.2,0.1
1289,6902,3762.6,0.15
1290,5857,1200.0,0.23
1291,3876,625.1,1.15
1292,6032,3578.4,0.06
1293,5471,1351.1,0.25
1294,7573,6469.5,0.13
1295,4192,2479.6,0.6
1296,6015,8692.3,0.09
1297,6368,3866.3,0.22
1298,5752,5273.8,0.31
1299,6368,1900.0,0.18
1300,6082,5473.1,0.18
1301,4166,2260.7,0.28
1302,7101,902.8,0.29
1303,6032,5716.2,0.09
1304,4871,908.1,0.17
1305,6032,1390.1,0.17
1306,5775,6323.7,0.16
1307,4589,1616.7,0.28
1308,4898,2469.5,0.27
1309,7342,2897.7,0.21
1310,4306,52.3,0.12
1311,6082,1900.0,0.15
1312,5720,2459.3,0.16
1313,4784,1045.0,0.26
1314,5260,293.7,0.48
1315,4067,1741.8,0.88
1316,6032,2200.0,0.04
1317,4583,3053.7,0.4
1318,8988,6553.7,0.2
1319,3881,444.5,0.44
1320,5741,6156.5,0.25
1321,5932,3032.8,0.76
1322,8080,4229.2,0.25
1323,4153,19.6,0.1
1324,4156,358.9,0.33
1325,5430,1390.1,0.21
1326,7374,7249.7,0.1
1327,4164,18.5,0.19
1328,1663,8.9,0.07
1329,6032,1240.4,0.1
1330,5243,3347.0,0.5
1331,4896,2003.2,0.23
1332,3579,886.7,1.63
1333,8611,2900.0,0.05
1334,6637,6204.5,0.25
1335,6082,2700.0,0.1
1336,3618,1820.4,0.71
1337,6032,5456.4,0.35
1338,2012,16만원,0.33
1339,2673,4.0,1.29
1340,5830,2334.6,0.19
1341,4658,1633.4,0.3
1342,2589,279.6,1.6
1343,4534,1494.0,0.19
1344,10577,2000.0,0.05
1345,5918,2057.2,0.1
1346,3819,205.6,1.5
1347,6496,1946.7,0.22
1348,5467,995.6,0.12
1349,5640,1200.0,1.41
1350,4037,1607.5,0.17
1351,6032,3146.2,0.09
1352,3264,200.5,0.37
1353,5151,1437.1,0.32
1354,2975,25.6,1.33
1355,4877,4885.3,0.29
1356,5353,763.4,0.26
1357,4874,239.9,1.33
1358,3112,2234.5,1.48
1359,5243,1335.6,0.23
1360,3680,831.0,0.48
1361,6032,7189.5,0.2
1362,6082,1300.0,0.07
1363,5192,1891.1,0.24
1364,9500,7200.0,0.09
1365,5801,3183.9,0.41
1366,5028,783.8,1.1
1367,4919,2090.8,0.22
1368,4768,167.1,0.11
1369,5567,1297.6,0.25
1370,6082,7680.0,0.16
1371,5468,2461.7,0.32
1372,7401,4.9,0.49
1373,6148,2968.4,0.03
1374,6032,7696.2,0.11
1375,4162,54.9,0.44
1376,6143,2251.4,0.16
1377,6032,2803.0,0.09
1378,5677,1168.6,0.75
1379,6032,2417.1,0.22
1380,8535,1600.0,0.12
1381,6269,1368.6,0.21
1382,5412,1193.2,0.24
1383,6435,1827.2,0.14
1384,7081,410.9,0.5700000000000001
1385,6457,1263.8,0.14
1386,5414,1880.8,0.23
1387,6904,3164.5,0.28
1388,4233,2783.3,0.23
1389,5621,4.0,0.09
1390,3732,1632.9,0.23
1391,4903,3444.3,0.3
1392,6003,63.8,0.26
1393,6032,2737.2,0.14
1394,3898,2216.6,0.25
1395,6631,6267.1,0.06
1396,6070,3237.3,0.16
1397,5983,2403.7,0.24
1398,4719,323.1,0.24
1399,1997,31.7,0.61
1400,4093,919.6,0.36
1401,6094,611.8,0.11
1402,3939,171.7,0.64
1403,2881,1.4,1.28
1404,8445,4100.0,0.06
1405,3212,95.7,0.4
1406,7702,2545.9,0.25
1407,15332,32500.0,0.05
1408,4313,1414.5,0.33
1409,17323,24400.0,0.03
1410,5370,2647.1,0.17
1411,6032,2334.9,0.13
1412,3828,605.5,0.66
1413,5612,1483.8,0.38
1414,7209,937.8,0.26
1415,3852,1564.4,0.27
1416,9019,40.2,0.16
1417,6678,1100.5,0.16
1418,4145,4154.9,0.15
1419,4039,1144.2,0.54
1420,4739,1973.1,0.09
1421,4837,1233.5,0.24
1422,5686,1510.9,0.25
1423,6082,9800.0,0.07
1424,5723,167.8,0.25
1425,4295,460.7,0.42
1426,5590,1284.6,0.19
1427,4486,1698.3,0.19
1428,3510,527.2,0.56
1429,4651,1100.8,0.24
1430,4781,1109.8,0.18
1431,4209,1189.7,0.15
1432,7219,2994.6,0.09
1433,5068,851.2,0.34
1434,14012,5500.0,0.05
1435,4891,2142.4,0.25
1436,3728,433.0,0.29
1437,4479,514.7,0.23
1438,6032,1486.3,0.12
1439,4465,1305.5,0.38
1440,1994,1299.4,0.8300000000000001
1441,4702,105.2,0.44
1442,8030,874.3,0.78
1443,5377,2789.4,0.16
1444,4796,1654.4,0.15
1445,5442,4566.1,218.0
1446,4365,595.5,0.27
1447,4769,1090.2,0.21
1448,3455,522.4,1.14
1449,4718,297.1,0.32
1450,4104,11.6,0.77
1451,5608,3446.6,0.15
1452,4713,2178.4,0.3
1453,5612,2620.2,0.17
1454,2083,202.2,1.51
1455,4102,518.7,0.15
1456,4490,3759.4,0.48
1457,4668,797.2,0.14
1458,3675,836.6,0.3
1459,5308,2146.2,0.32
1460,5688,275.1,0.16
1461,7620,2707.7,0.19
1462,7428,2711.0,0.22
1463,4364,529.7,0.16
1464,5763,1165.0,0.21
1465,5323,2622.7,0.2
1466,4996,262.7,0.4
1467,4030,33.5,0.85
1468,4102,718.1,0.32
1469,4823,494.8,0.36
1470,8556,6192.4,0.22
1471,6082,1800.0,0.12
1472,2972,626.9,0.27
1473,3083,1261.1,0.08
1474,6115,1591.2,0.26
1475,4676,1496.7,0.21
1476,5808,2873.4,0.2
1477,4552,102.3,0.17
1478,5122,569.2,0.34
1479,5924,418.5,0.16
1480,4092,805.8,0.42
1481,5648,991.8,0.22
1482,5062,2570.6,0.61
1483,2207,179.9,1.14
1484,5884,4662.7,0.13
1485,10659,1900.0,1.12
1486,4462,925.4,0.34
1487,4435,1013.5,0.29
1488,5778,2071.6,0.13
1489,5827,2181.2,1.68
1490,3980,420.4억,0.32
1491,4593,1014.4,0.63
1492,3352,27.3,0.49
1493,4592,665.9,0.33
1494,4012,59.2,0.5
1495,3552,31.2,0.43
1496,6124,4968.1,0.15
1497,4728,956.1,0.3
1498,6853,4582.8,0.08
1499,4617,3454.2,0.23
1500,5915,912.5,0.27
1501,3827,625.5,0.22
1502,3772,3690.5,0.61
1503,6032,781.0,0.25
1504,5521,777.3,0.11
1505,4903,2470.6,0.18
1506,5789,2332.4,0.16
1507,6491,2675.7,0.11
1508,4496,792.6,0.24
1509,4750,616.1,0.16
1510,7270,3785.1,0.13
1511,5852,2549.9,1.16
1512,5128,1327.3,0.13
1513,5509,2356.0,0.19
1514,4247,902.9,0.54
1515,4019,925.7,0.25
1516,4923,858.7,0.42
1517,4195,1293.9,0.26
1518,5495,6995.1,0.1
1519,3288,6215.1,0.16
1520,5738,925.4,0.17
1521,6032,1697.2,0.15
1522,5858,1144.4,0.06
1523,2681,3081.8,0.13
1524,4397,547.4,0.47
1525,5144,436.7,0.29
1526,5019,454.2,0.16
1527,6061,3638.8,0.19
1528,2842,6376.4,1.11
1529,3974,236.4,0.76
1530,5544,26.0,0.18
1531,3973,1377.7,0.64
1532,3225,91.1,0.67
1533,5932,2089.8,0.17
1534,3942,127.8,0.62
1535,10479,472.2,1.0
1536,6032,2201.5,0.09
1537,4581,1622.9,0.27
1538,7348,282.9,0.12
1539,5658,663.9,0.22
1540,4978,1338.7,0.27
1541,6032,4022.0,0.21
1542,2765,1820.4,1.06
1543,4709,1398.7,0.34
1544,3991,427.0,0.17
1545,6032,8841.1,0.11
1546,5247,1396.7,0.56
1547,7094,3180.9,0.07
1548,5653,328.7,0.38
1549,5576,1139.1,0.38
1550,5036,365.9,0.36
1551,3440,129.0,0.41
1552,6013,6583.1,0.23
1553,6032,1086.1,0.17
1554,4917,6072.3,0.37
1555,5194,1107.5,0.67
1556,6032,3515.4,0.09
1557,4105,55.9,0.34
1558,7407,3041.3,0.11
1559,5304,1700.5,0.24
1560,6032,4340.3,0.13
1561,4265,944.0,0.27
1562,5289,1238.7,0.43
1563,4695,317.7,0.24
1564,4359,2262.9,0.22
1565,5754,727.7,0.17
1566,3098,298.7,0.42
1567,5325,2146.4,0.25
1568,4110,473.4,0.65
1569,5737,3104.8,0.11
1570,5345,1137.0,0.21
1571,3661,4.9,0.2
1572,5811,1231.1,0.2
1573,2313,37.6,1.22
1574,4328,903.4,0.86
1575,5286,1731.3,0.29
1576,4909,1360.7,0.33
1577,1930,6913만원,1.48
1578,4549,1120.2,0.53
1579,6082,1300.0,0.19
1580,6032,5444.8,0.12
1581,6032,2084.0,0.08
1582,4254,107.4,0.21
1583,4157,1361.0,0.22
1584,4323,21.2,0.38
1585,4274,314.6,0.44
1586,7025,1759.1,0.21
1587,4172,268.5,0.45
1588,3865,1595.2,0.77
1589,6032,2693.2,0.07
1590,5090,1713.7,0.19
1591,4318,136.7,1.27
1592,4661,679.8,0.52
1593,4207,419.8,0.42
1594,5983,1960.8,0.24
1595,4140,1387.4,0.75
1596,5202,952.1,0.14
1597,5668,2194.6,0.28
1598,3269,419.9,0.31
1599,2447,2773.2,0.13
1600,5873,2063.1,0.21
1601,6032,2509.8,0.14
1602,3138,295.1,0.4
1603,2967,2456.3,1.35
1604,5428,373.4,0.26
1605,4149,444.8,0.49
1606,4838,7665.3,0.16
1607,7677,1364.2,0.15
1608,4302,3348.2,0.28
1609,5623,2049.1,0.07
1610,5412,390.2,0.15
1611,6032,2310.5,0.13
1612,5019,1265.7,0.23
1613,5231,641.6,0.18
1614,5920,276.5,0.3
1615,4634,440.7,0.59
1616,6944,6.3,0.32
1617,3436,18.8,0.45
1618,5738,2012.5,0.18
1619,6032,8995.4,0.08
1620,5071,1521.0,0.24
1621,6032,2030.3,0.1
1622,8377,3493.4,0.21
1623,4302,565.8,0.38
1624,4144,404.1,0.27
1625,6260,449.3,0.08
1626,5964,2235.3,0.2
1627,4914,694.5,0.19
1628,5015,496.5,0.31
1629,5677,2276.3,0.25
1630,5039,104.4,0.12
1631,6174,4945.1,0.13
1632,6032,2843.2,0.19
1633,5976,2448.4,0.16
1634,5477,3308.8,0.34
1635,2325,472.2,0.35
1636,3528,78.9,0.8200000000000001
1637,5050,1263.6,0.46
1638,6319,240.0,0.99
1639,4516,8.4,0.5
1640,3958,12.8,0.33
1641,5890,1714.2,0.17
1642,3979,410.3,0.49
1643,5469,818.7,0.25
1644,5713,1504.8,0.25
1645,5166,472.3,0.17
1646,4791,3660.0,0.37
1647,4165,114.4,0.33
1648,2953,1956.3,1.11
1649,6647,5735.1,0.24
1650,6420,1515.5,0.51
1651,4200,986.8,0.31
1652,3650,1199.0,0.34
1653,5241,1926.0,0.12
1654,10596,1100.0,0.06
1655,5153,999.0,0.32
1656,3605,73.1,0.41
1657,4723,79.8,0.49
1658,4539,1222.8,0.24
1659,4510,465.0,1.21
1660,2205,4.5,0.66
1661,5888,1550.0,0.2
1662,6131,1196.6,0.11
1663,3575,424.5,0.56
1664,5429,763.0,0.15
1665,6121,164.0,0.21
1666,6032,1799.6,0.31
1667,6239,1521.8,1.74
1668,4678,686.3,0.34
1669,4227,610.6,0.23
1670,5683,601.4,0.16
1671,5624,8459.0,0.27
1672,6644,4232.5,0.13
1673,5337,1723.8,0.14
1674,4180,651.4,0.26
1675,4362,789.8,0.59
1676,5852,232.8,0.14
1677,4184,205.5,0.31
1678,4839,617.4,0.17
1679,5923,1491.2,0.3
1680,5433,1.7,0.14
1681,4888,492.3,0.23
