,average_salary,total_sale,turn_over_rate
1682,5172,1863.1,0.3
1683,4592,770.9,0.3
1684,4331,214.5,0.41
1685,5166,762.2,0.29
1686,4132,1297.9,0.08
1687,6032,1100.0,0.15
1688,4827,2741.8,0.33
1689,4421,410.6,0.2
1690,6360,933.3,0.15
1691,5174,660.1,0.25
1692,4573,1035.9,0.17
1693,4594,520.2,0.24
1694,3056,877.3,0.77
1695,6032,1307.8,0.12
1696,4559,1815.7,0.24
1697,4449,640.0,0.3
1698,4978,706.2,0.17
1699,6846,828.7,0.1
1700,6032,1623.2,0.12
1701,6195,1394.8,0.22
1702,2324,347.4,1.19
1703,3904,1213.2,0.76
1704,3342,241.4,0.31
1705,10106,2100.0,0.12
1706,6032,627.1,0.13
1707,3551,379.4,0.29
1708,6032,4793.6,0.17
1709,4406,26.3,0.61
1710,5429,3087.8,0.26
1711,5241,321.2,0.42
1712,3930,2533.4,0.39
1713,9165,1800.0,0.22
1714,5304,355.5,0.61
1715,4429,215.1,0.56
1716,4466,780.4,0.34
1717,6220,689.7,0.19
1718,5024,845.1,0.23
1719,4951,2825.1,0.35
1720,6032,1288.5,0.08
1721,3933,73.7,0.4
1722,6430,3114.8,0.19
1723,3670,10.4,2.67
1724,5520,2585.7,0.5700000000000001
1725,4336,71.8,0.05
1726,5852,1426.5,2.08
1727,6032,3300.0,0.1
1728,3329,1102.1,0.5700000000000001
1729,4318,1118.0,0.29
1730,8662,3635.0,0.07
1731,4589,263.1,0.22
1732,5609,1199.4,0.24
1733,7151,3401.8,0.07
1734,7649,4758.2,0.09
1735,3470,410.0,0.2
1736,4948,1181.5,0.39
1737,4038,893.0,0.35
1738,6032,2516.4,0.22
1739,4878,924.3,0.3
1740,5567,5074.2,0.19
1741,6101,382.8,0.39
1742,6716,1451.7,0.1
1743,4777,869.3,0.2
1744,4267,5.6,0.38
1745,4689,198.4,0.36
1746,3903,165.1,0.35
1747,5388,215.7,0.4
1748,5532,422.0,1.2
1749,8334,5684.8,0.06
1750,6032,5954.2,0.21
1751,3880,678.4,0.6
1752,4420,307.8,1.1
1753,2852,3.3,1.2
1754,3568,160.2,0.8200000000000001
1755,4441,308.0,0.32
1756,4474,402.8,0.32
1757,6377,1211.0,0.06
1758,4285,521.3,0.23
1759,4340,858.1,0.28
1760,3857,227.7,0.76
1761,2921,534.1,0.86
1762,4645,87.2,0.3
1763,6976,6735.9,0.32
1764,3331,1801.2,0.48
1765,4727,428.6,0.17
1766,6830,1806.8,0.17
1767,6853,1300.0,0.11
1768,5933,2063.4,0.12
1769,5023,1666.2,0.2
1770,3663,257.9,0.38
1771,3490,120.5,0.97
1772,4709,22.3,0.13
1773,6032,2797.1,0.12
1774,3835,514.3,0.25
1775,3404,651.6,0.47
1776,5435,3128.1,0.1
1777,2702,2357.9,1.07
1778,6032,6067.0,0.07
1779,6032,5182.0,1.05
1780,2966,1047.4,1.23
1781,5374,307.9,0.4
1782,3982,904.0,0.26
1783,4109,404.0,0.54
1784,5294,530.6,0.28
1785,5087,487.5,0.14
1786,4876,975.1,0.37
1787,3481,1594.7,0.26
1788,4097,533.8,0.51
1789,4183,1359.3,0.77
1790,5876,401.9,0.33
1791,5828,660.7,0.22
1792,6392,874.8,0.18
1793,4584,544.9,0.43
1794,2336,13.5,0.17
1795,5203,1151.3,0.24
1796,6951,2100.0,0.23
1797,5203,776.5,0.15
1798,3484,180.9,0.43
1799,9540,2600.0,0.05
1800,4036,6.8,0.17
1801,5280,744.9,0.26
1802,2825,93.9,0.35
1803,2068,95.2,1.57
1804,4062,320.1,0.8
1805,5496,900.8,0.79
1806,4337,303.3,0.51
1807,2588,814.7,1.25
1808,4585,480.6,0.35
1809,5750,229.7,0.28
1810,6105,643.4,0.24
1811,4909,342.3,0.23
1812,4534,469.0,0.34
1813,5989,2142.7,0.15
1814,5988,3491.2,0.15
1815,5318,1332.9,0.28
1816,5730,1780.9,0.17
1817,3041,2765.5,1.13
1818,5652,2233.0,0.14
1819,4903,2126.0,0.23
1820,3532,55.9,0.66
1821,5912,783.5,0.25
1822,5669,2418.2,0.29
1823,5172,785.4,0.4
1824,5269,3.1,0.46
1825,6430,5348.0,0.1
1826,5358,349.7,0.14
1827,7832,8549.5,0.17
1828,4470,338.7,0.17
1829,4087,423.6,0.99
1830,4570,162.9,0.32
1831,7803,4035.3,0.12
1832,5259,4.5,0.47
1833,5984,2417.1,0.15
1834,6032,3265.3,0.06
1835,8722,4394.4,1.48
1836,4748,874.9,1.05
1837,6349,2180.3,0.14
1838,8570,3921.8,0.07
1839,6032,6473.1,0.1
1840,4572,1560.1,0.51
1841,5196,720.1,0.14
1842,4705,452.2,0.19
1843,6356,434.6,0.19
1844,4886,1070.6,0.22
1845,6082,1100.0,0.06
1846,3804,485.1,0.22
1847,6082,1400.0,0.1
1848,3894,158.1,0.38
1849,5706,661.9,0.2
1850,4892,717.6,0.22
1851,5508,5486.4,0.17
1852,4622,4835.3,0.29
1853,3771,274.8,0.42
1854,4627,716.3,0.8200000000000001
1855,4542,1007.3,0.27
1856,4658,73.3,0.27
1857,4206,322.0,0.4
1858,4151,42.4,0.33
1859,5282,648.9,0.34
1860,4811,2195.6,0.28
1861,4534,6425만원,0.2
1862,4569,250.6,0.55
1863,1973,5.4,0.65
1864,5594,860.8,0.28
1865,9842,16.6,0.99
1866,3324,685.3,0.8300000000000001
1867,4955,1529.6,0.99
1868,3611,437.4,0.45
1869,4527,146.0,0.51
1870,4552,926.6,0.64
1871,6001,5828.1,0.15
1872,3698,720.1,0.26
1873,3946,392.8,0.17
1874,7424,2.6,0.23
1875,4464,376.8,0.51
1876,6622,9060.2,0.17
1877,5236,3630.0,0.55
1878,5342,1064.0,0.15
1879,4975,570.7,0.18
1880,5372,817.9,0.37
1881,2691,4.9,0.53
1882,7717,813.4,0.28
1883,8409,4052.3,0.08
1884,6073,5627.7,0.1
1885,3998,413.0,0.48
1886,5049,857.3,0.41
1887,4847,1930.4,0.12
1888,6024,4024.3,0.18
1889,3312,45.6,0.87
1890,3212,45.5,0.55
1891,3945,113.9,0.63
1892,4606,138.6,0.26
1893,5636,575.9,0.19
1894,4992,796.4,0.31
1895,4133,46.0,0.15
1896,4956,507.3,0.28
1897,6929,173.6,0.2
1898,5728,1525.0,0.15
1899,3506,473.1,0.43
1900,4289,703.9,0.46
1901,5121,1116.6,0.13
1902,5548,1781.0,0.23
1903,1240,3286.1,0.15
1904,5208,1300.0,1.02
1905,3931,6865.0,0.43
1906,6082,7774.6,0.15
1907,11737,1000.0,0.14
1908,6082,1500.0,0.15
1909,2442,1039.7,1.97
1910,4338,1217.4,0.45
1911,3909,1677.4,0.2
1912,3223,324.9,0.27
1913,2608,6262.9,1.12
1914,4736,474.9,0.5
1915,3410,257.4,0.31
1916,3854,445.5,0.78
1917,11735,9098.4,0.16
1918,5289,726.5,0.39
1919,4434,322.7,0.39
1920,4155,500.8,0.39
1921,5993,771.8,0.19
1922,6032,3444.0,0.15
1923,4429,346.8,0.26
1924,4399,241.0,0.53
1925,4375,463.4,0.39
1926,4324,1490.1,0.3
1927,4581,2212.0,0.32
1928,3680,313.0,0.71
1929,3578,110.8,0.5700000000000001
1930,6032,2441.7,0.39
1931,4632,244.7,0.43
1932,5266,484.2,0.32
1933,3394,152.1,0.89
1934,5734,887.3,0.25
1935,3428,778.2,0.18
1936,3109,2578.8,1.33
1937,7445,3635.3,0.28
1938,7946,2673.9,0.39
1939,4605,1285.7,0.43
1940,4980,2334.4,0.25
1941,6032,2907.4,0.2
1942,3233,127.5,0.35
1943,3681,362.1,0.36
1944,3478,138.1,1.14
1945,4491,57.7,0.8300000000000001
1946,5127,340.1,0.37
1947,4983,576.6,0.24
1948,3813,213.0,0.71
1949,5966,762.1,0.21
1950,3838,185.7,0.52
1951,5270,1957.3,0.15
1952,3335,165.1,0.9
1953,4017,98.7,0.49
1954,5541,2629.9,0.22
1955,3993,323.5,0.25
1956,5736,2066.9,0.19
1957,3940,721.8,0.21
1958,4295,109.1,0.56
1959,4070,319.9,0.8200000000000001
1960,7947,1374.4,0.09
1961,4329,111.8,0.45
1962,3684,254.3,0.54
1963,4055,162.1,0.49
1964,1772,3.9,0.77
1965,3772,317.0,0.44
1966,3867,304.5,0.25
1967,6032,5366.4,0.24
1968,4675,188.5,0.61
1969,4000,16.8,0.99
1970,3916,268.7,0.72
1971,5419,245.7,0.66
1972,4519,228.2,0.22
1973,4178,103.3,0.45
1974,4847,786.3,2.8000000000000003
1975,5364,110.6,0.33
1976,5932,339.0,0.19
1977,4558,240.8,0.35
1978,4308,262.5,0.42
1979,6032,1836.8,0.19
1980,4103,230.3,0.29
1981,6546,1652.3,0.13
1982,4055,417.1,0.32
1983,4752,348.9,0.18
1984,8690,1425.4,0.26
1985,4455,885.1,0.26
1986,6045,1161.7,0.19
1987,6032,2540.3,0.12
1988,3721,75.0,0.38
1989,3856,323.0,0.44
1990,3377,4977만원,0.07
1991,4176,383.7,0.21
1992,4555,213.6,0.31
1993,4377,150.6,1.07
1994,3659,59.9,0.8300000000000001
1995,2625,88.3,0.24
1996,4765,238.4,0.72
1997,3496,1252만원,0.34
1998,6032,2306.4,0.12
1999,5025,298.7,0.51
2000,4157,198.1,0.39
2001,5159,2425.5,0.14
2002,4195,162.8,0.49
2003,4557,161.7,0.47
2004,4021,107.7,0.5700000000000001
2005,3223,105.6,1.34
2006,2723,329.1,0.86
2007,4226,415.1,0.19
2008,4211,133.2,0.46
2009,4889,118.9,0.28
2010,4719,158.7,0.14
2011,4336,1164.1,0.23
2012,3824,49.0,0.12
2013,3403,562.2,0.38
2014,6032,687.7,0.14
2015,3647,225.5,0.08
2016,3975,24.0,0.41
2017,4145,62.8,2.63
2018,2985,86.4,0.41
2019,2684,2839.3,1.18
2020,5104,89.0,0.43
2021,2185,234.0,1.21
2022,4355,1199.4,0.28
2023,2016,106.9,1.46
2024,3152,121.5,0.66
2025,3416,21.5,1.32
2026,4534,179.8,0.23
2027,3500,81.8,0.93
2028,4232,107.3,0.15
2029,3577,253.5,0.61
2030,4421,946.9,0.8
2031,3757,71.2,0.4
2032,2039,2180.1,1.32
2033,6138,733.8,0.3
2034,3613,105.8,1.26
2035,4028,33.9,0.59
2036,5003,377.1,0.22
2037,3109,190.0,0.42
2038,4494,90.6,0.25
2039,4807,271.6,0.34
2040,3571,51.1,0.44
2041,5995,498.4,0.26
2042,4045,72.7,0.55
2043,2414,330.0,1.08
2044,4035,16.9,0.73
2045,3837,82.1,0.58
2046,4558,254.0,0.38
2047,4706,125.6,0.53
2048,3717,47.4,0.49
2049,4422,72.7,0.46
2050,3648,94.2,0.67
2051,4853,219.9,0.36
2052,4107,355.9,0.14
2053,5636,510.2,0.39
2054,3751,61.5,0.54
2055,3079,356.4,0.51
2056,4733,92.3,0.27
2057,3221,88.1,0.48
2058,5661,125.9,1.42
2059,4349,68.2,0.47
2060,4969,178.1,0.9
2061,6032,1645.6,0.19
2062,3502,93.6,0.56
2063,4420,220.8,0.2
2064,3828,146.1,0.38
2065,7518,9170.2,0.16
2066,7211,1100.0,0.2
2067,7534,1300.0,0.15
2068,8690,1600.0,0.13
2069,6901,1200.0,0.28
2070,6096,7016.4,0.22
2071,5861,2213.1,0.14
2072,7476,3953.8,0.31
2073,7893,1600.0,0.15
2074,6930,2200.0,0.51
2075,5950,7682.7,0.18
2076,5328,2252.4,0.3
2077,6288,6018.2,0.24
2078,3477,10.1,1.46
2079,7847,5591.5,0.31
2080,1027,8.8,0.33
2081,3579,888.6,0.33
2082,6693,3987.4,0.3
2083,8367,3390.8,0.15
2084,7395,2302.7,0.16
2085,7126,5111.5,0.17
2086,5884,4036.0,0.25
2087,6276,5153.8,0.24
2088,5113,1000.9,0.2
2089,5475,3940.8,0.18
2090,4879,1272.6,0.26
2091,6540,1391.4,0.12
2092,5012,1938.8,0.25
2093,6624,8252.3,0.14
2094,7012,5901.2,1.09
2095,5462,2011.4,0.2
2096,5491,6105.6,0.33
2097,9077,1600.0,0.08
2098,4816,1343.6,0.19
2099,6322,1771.8,0.31
2100,5679,1843.4,0.18
2101,6032,1241.1,0.18
2102,6792,1510.4,0.43
2103,6439,1797.8,0.15
2104,4796,1321.2,0.29
2105,3049,55.3,1.35
2106,3986,399.9,0.36
2107,5511,590.9,0.5700000000000001
2108,5163,1687.2,0.17
2109,3602,720.6,0.32
2110,5725,1295.9,0.32
2111,6306,1730.2,0.5700000000000001
2112,6522,1706.6,0.13
2113,10754,2800.0,0.25
2114,7241,1428.0,0.13
2115,3011,21.4,0.18
2116,4137,201.1,0.26
2117,5132,1142.0,0.33
2118,5867,6323.4,0.46
2119,2133,32.3,0.32
2120,6032,4373.7,0.14
2121,5104,1040.4,0.36
2122,4470,844.1,0.32
2123,4626,628.4,0.27
2124,6085,1816.3,0.18
2125,7047,5729.8,0.81
2126,5972,2094.5,0.1
2127,4263,1149.6,0.49
2128,6032,3400.6,0.23
2129,6032,1382.1,0.12
2130,4925,420.9,0.39
2131,4898,945.5,0.44
2132,6220,1964.1,0.2
2133,6256,1420.4,0.15
2134,6939,7137.2,1.21
2135,6896,2722.1,0.09
2136,6987,885.7,0.24
2137,4085,608.5,0.22
2138,3365,726.7,0.88
2139,5572,546.7,0.17
2140,6514,1960.7,0.26
2141,5006,912.8,0.34
2142,5328,744.7,0.19
2143,6401,9281.1,1.01
2144,6222,1208.7,0.25
2145,6032,4225.3,0.16
2146,4778,261.5,0.19
2147,3783,45.0,0.5700000000000001
2148,6901,1200.0,0.28
2149,4846,36.0,0.15
2150,6076,1339.6,0.18
2151,4682,650.7,0.26
2152,5627,1023.3,0.18
2153,7193,3074.8,0.85
2154,4743,472.5,0.32
2155,6032,3044.5,0.17
2156,4220,393.9,0.65
2157,5825,1665.9,0.13
2158,4267,670.0,0.23
2159,2282,104.7,0.63
2160,5498,871.6,0.13
2161,7992,2500.7,0.1
2162,6822,1127.8,0.24
2163,4633,745.1,0.18
2164,4757,1250.2,0.2
2165,5560,586.2,0.36
2166,4512,82.4,0.78
2167,3738,63.7,0.74
2168,5514,1278.7,0.25
2169,6645,2319.6,0.11
2170,2818,549.1,0.26
2171,5441,602.9,0.23
2172,6673,2917.4,1.44
2173,5177,1385.6,0.2
2174,6032,3892.0,0.2
2175,4065,512.6,0.3
2176,5752,565.3,0.15
2177,2908,251.8,0.36
2178,6993,1157.4,0.42
2179,5444,1302.6,0.25
2180,5158,533.3,0.19
2181,7050,8223.6,0.71
2182,5743,665.3,0.21
2183,3624,352.9,0.48
2184,5172,280.2,0.19
2185,4251,889.3,0.25
2186,4567,434.0,0.19
2187,4733,74.9,0.08
2188,4875,404.6,0.23
2189,5725,1391.3,0.29
2190,5184,484.6,0.29
2191,5049,440.0,0.17
2192,5514,736.9,0.18
2193,3466,120.5,0.37
2194,5863,1641.1,0.09
2195,7595,3950.5,0.98
2196,6931,939.0,1.24
2197,6505,3996.7,1.0
2198,4003,302.8,0.54
2199,5305,543.7,0.23
2200,5650,1212.8,0.68
2201,5291,293.1,0.2
2202,5648,1534.2,0.68
2203,3487,25.2,0.25
2204,4535,1410.4,0.19
2205,3744,78.9,0.32
2206,3782,11.4,1.35
2207,5577,1905.9,0.21
2208,3160,1111.4,1.21
2209,11119,6200.5,0.16
2210,4581,444.2,0.32
2211,6170,909.7,0.18
2212,4753,518.7,0.5700000000000001
2213,3427,166.8,1.2
2214,3607,102.7,0.34
2215,6032,982.3,0.45
2216,5471,2169.3,0.18
2217,9431,5131.5,0.3
2218,6082,6131.2,0.16
2219,6082,4743.4,0.27
2220,4245,41.0,0.28
2221,9571,3818.1,0.39
2222,5967,1300.0,0.19
2223,6709,9432.6,0.46
2224,10400,800.0,0.19
2225,5258,2552.0,0.26
2226,4994,16700.0,0.33
2227,8172,3935.8,0.42
2228,8305,2247.6,0.37
2229,4658,731.5,0.36
2230,6383,3043.2,0.22
2231,5580,1858.8,0.56
2232,6587,4084.5,0.22
2233,8047,9071.7,0.13
2234,5233,584.8,0.54
2235,5122,443.9,0.28
2236,5227,747.9,0.34
2237,7150,4360.8,0.25
2238,8742,2277.3,0.16
2239,5852,105.0,0.3
2240,10465,6357.2,0.24
2241,8757,747.1,0.34
2242,8145,2121.6,0.27
2243,7169,5798.4,0.24
2244,6836,5659.5,0.31
2245,3853,254.3,0.59
2246,7527,3743.9,0.23
2247,6032,850.6,0.26
2248,5275,328.7,0.34
2249,6032,255.7,0.09
2250,4840,355.3,0.37
2251,5547,1074.4,0.33
2252,8420,700.6,0.35
2253,9250,880.2,0.32
2254,6782,9441.2,0.18
2255,4309,381.3,0.44
2256,5531,898.3,0.19
2257,7089,2133.3,0.15
2258,8313,1665.3,0.23
2259,6319,1343.7,0.18
2260,9389,9674.6,0.41
2261,7698,991.9,0.22
2262,8602,1762.6,0.38
2263,2376,8.3,0.68
2264,9714,1983.7,0.27
2265,6008,2281.2,0.23
2266,6945,8913.9,0.22
2267,5924,466.4,0.18
2268,9785,1077.6,0.47
2269,3696,255.4,0.55
2270,5650,417.9,0.18
2271,7869,1949.8,0.18
2272,5779,471.4,0.18
2273,6681,243.5,0.47
2274,8655,1737.3,0.25
2275,4742,321.2,0.47
2276,5961,1078.7,0.48
2277,7312,2000.0,0.18
2278,7299,415.7,0.51
2279,8193,1807.5,0.15
2280,4746,88.5,0.53
2281,7983,2280.7,0.18
2282,7167,434.5,0.3
2283,5626,872.2,1.39
2284,5938,1800.0,0.28
2285,6827,380.7,0.3
2286,8377,421.2,0.22
2287,4245,245.2,0.29
2288,6248,202.2,0.78
2289,5167,217.6,0.3
2290,6452,9793.1,0.29
2291,3568,75.0,0.43
2292,8665,498.9,0.39
2293,6666,594.4,0.19
2294,7773,7238.3,0.16
2295,6276,465.7,0.18
2296,5932,83.8,0.75
2297,7080,6300.0,0.34
2298,5287,432.7,0.38
2299,4398,104.9,0.55
2300,4439,628.5,0.4
2301,6196,1100.0,0.51
2302,6032,6178.9,0.27
2303,6032,2630.2,0.15
2304,5882,32.1,0.71
2305,4521,52.9,0.39
2306,3773,209.1,0.25
2307,4743,326.2,0.26
2308,3575,112.6,0.44
2309,4201,85.4,0.12
2310,8714,2600.0,0.1
2311,4337,122.3,0.29
2312,7023,659.2,0.12
2313,2632,434.7,1.16
2314,6272,747.9,0.25
2315,7364,451.4,0.29
2316,5039,407.0,0.38
2317,5243,79.0,0.51
2318,5852,105.0,0.3
2319,6032,276.4,0.1
2320,3110,100.4,0.66
2321,4778,28.1,1.01
2322,7063,349.3,0.28
2323,3903,42.6,0.97
2324,6601,1139.2,0.28
2325,5659,1019.7,0.25
2326,3503,327.5,0.27
2327,7468,18.2,0.15
2328,5484,165.5,0.39
2329,7669,3665.2,0.24
2330,7637,210.2,0.77
2331,5871,565.6,0.21
2332,10771,152.5,0.51
2333,6870,260.7,0.21
2334,6969,308.3,0.22
2335,6012,331.7,0.24
2336,2891,3641.7,0.92
2337,2887,3895.7,0.89
2338,3429,107.8,0.2
2339,4849,3847.4,0.19
2340,3789,5274.5,0.52
2341,3915,1600.0,0.46
2342,3799,60.8,0.28
2343,2369,1359.4,0.96
2344,5127,3400.0,0.34
2345,1549,6784.4,2.23
2346,3976,6737.6,0.71
2347,2700,2733.7,0.79
2348,3983,1507.2,0.47
2349,8913,1100.0,0.21
2350,4515,4737.8,0.33
2351,3095,219.2,0.67
2352,3411,2551.9,0.77
2353,4353,1300.0,0.5
2354,4150,413.3,0.15
2355,6311,3096.0,0.08
2356,6034,2100.0,0.15
2357,2938,25.1,0.41
2358,5255,1788.3,0.26
2359,2893,40.8,0.18
2360,3802,2099.2,0.63
2361,3702,2608.0,0.58
2362,3646,413.4,0.75
2363,5505,4855.2억,0.2
2364,2042,1091.5,1.62
2365,3820,893.6,0.33
2366,4293,3107.2,0.43
2367,6826,850.9,0.16
2368,3848,435.1,14.5
2369,3466,48.6,0.34
2370,4576,1971.5,0.29
2371,4449,1933.8,0.45
2372,6076,1700.0,0.17
2373,5729,4200.0,0.22
2374,2890,1431.3,0.92
2375,3259,3938.4,0.71
2376,2879,1402.9,0.88
2377,3858,6.3,0.91
2378,5408,2849.5,0.23
2379,4748,2228.4,0.22
2380,3692,1122.1,0.95
2381,4487,63.7,0.45
2382,5478,2482.4,0.24
2383,3711,102.3,0.66
2384,3877,238.2,0.33
2385,4379,946.8,9.77
2386,3915,933.4,0.59
2387,6032,517.2,0.17
2388,4124,844.6,1.41
2389,4246,5110.0,0.3
2390,5564,223.5,1.67
2391,3806,313.9,0.54
2392,3404,648.8,0.25
2393,6082,2094.4,0.1
2394,3020,201.6,0.85
2395,3655,2550.3,0.6
2396,7662,7873.8,0.42
2397,4318,406.4,0.24
2398,5066,1593.4,0.24
2399,3290,845.3,0.99
2400,6223,647.2,0.41
2401,4059,716.5,0.28
2402,4108,256.5,0.56
2403,5812,221.9,0.37
2404,4694,974.7,1.48
2405,4068,326.7,0.33
2406,6032,402.7,0.31
2407,6032,1107.0,0.34
2408,3924,867.8,0.49
2409,3466,2076.0,0.56
2410,2859,2007.9,0.93
2411,4889,93.0,0.35
2412,1604,95만원,0.86
2413,3195,382.6,0.89
2414,4568,2161.1,0.24
2415,3891,135.7,0.46
2416,1597,58.8,1.27
2417,3952,199.4,0.44
2418,4748,245만원,0.11
2419,3463,93.1,0.97
2420,4600,6363.1,0.56
2421,2918,839.8,1.17
2422,3337,132.6,1.04
2423,4256,436.1,0.44
2424,2191,701.8,1.63
2425,7429,1000.0,0.1
2426,4262,414.4,0.15
2427,4235,305.6,0.2
2428,3503,803.1,1.42
2429,3849,151.8,0.55
2430,1922,327.1,2.5
2431,4859,635.1,0.4
2432,2872,317.9,0.99
2433,5032,431.0,0.26
2434,6145,4798.6,0.14
2435,3836,1737.8,0.31
2436,2991,613.8,0.5700000000000001
2437,3864,557.5,0.39
2438,4028,779.0,0.62
2439,4100,36.0,0.26
2440,3924,867.8,0.47
2441,5590,1202.0,0.18
2442,3823,322.9,0.5700000000000001
2443,3432,2000.8,0.52
2444,4635,290.7,0.37
2445,3695,958.5,1.07
2446,2850,605.9,0.73
2447,3519,912.3,0.45
2448,1329,241.3,1.81
2449,4857,269.5,0.21
2450,3059,758.2,0.61
2451,5344,602.7,0.15
2452,2980,681.0,0.78
2453,5556,2255.1,0.13
2454,4203,1407.3,0.47
2455,3667,1313.9,0.51
2456,4191,238.1,0.22
2457,2928,347.0,0.81
2458,4396,718.4,0.41
2459,2887,175.9,2.49
2460,4894,1132.4,0.42
2461,3867,151.5,0.67
2462,4004,191.1,0.59
2463,6032,530.1,0.09
2464,3080,448.1,0.73
2465,4787,46.3,0.3
2466,3026,1074.8,0.67
2467,3031,611.8,0.91
2468,5369,436.2,0.16
2469,3017,118.3,0.98
2470,5419,785.5,0.33
2471,3590,384.7,0.74
2472,3518,1909.2,0.65
2473,4848,7.5,1.66
2474,3215,622.7,0.56
2475,3675,59.8,0.3
2476,4535,72.0,0.16
2477,3910,779.0,0.3
2478,3176,137.1,0.8200000000000001
2479,4217,458.8,0.46
2480,3969,57.3,0.39
2481,2829,395.7,1.76
2482,6032,1281.5,0.11
2483,2504,116.9,1.6
2484,3015,575.5,1.22
2485,2950,488.3,0.95
2486,4944,1348.7,0.23
2487,4855,84.1,0.52
2488,3137,5.8,0.07
2489,3630,2506.0,0.56
2490,2585,2.3,1.26
2491,3041,241.7,1.22
2492,2801,911.3,0.72
2493,2282,309.3,1.67
2494,4737,729.1,0.31
2495,3964,165.7,0.45
2496,3878,466.7,0.54
2497,2261,12.8,2.49
2498,4417,28.0,0.14
2499,1314,108.9,1.36
2500,3062,430.1,1.0
2501,3038,336.9,0.68
2502,5898,633.4,0.33
